"age","workclass","educatoin","education_num","marital_status","occupation","race","sex","hours_per_week","income"
64,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",5,"<=50K"
46,"Government","HS-grad",9,"Married","Service","White","Male",40,"<=50K"
24,"Private","Bachelors",13,"Single","White-Collar","White","Male",40,"<=50K"
27,"Private","Some-college",10,"Married","Blue-Collar","White","Male",70,"<=50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",55,">50K"
18,"Private","Some-college",10,"Divorced","Service","White","Male",15,"<=50K"
48,"Private","HS-grad",9,"Married","Sales","White","Male",50,"<=50K"
50,"Self-Employed","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
40,"Government","Masters",14,"Divorced","Professional","White","Female",45,"<=50K"
56,"Self-Employed","10th",6,"Divorced","Sales","White","Male",40,"<=50K"
34,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
56,"Government","Bachelors",13,"Married","Sales","White","Male",40,"<=50K"
18,"Private","11th",7,"Single","Service","White","Male",20,"<=50K"
21,"Private","Some-college",10,"Single","Service","White","Female",25,"<=50K"
40,"Private","HS-grad",9,"Divorced","Service","White","Female",40,"<=50K"
27,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
52,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",45,">50K"
46,"Private","HS-grad",9,"Divorced","Sales","White","Female",30,"<=50K"
23,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
50,"Private","Some-college",10,"Married","Service","White","Male",45,">50K"
19,"Private","Some-college",10,"Single","Blue-Collar","White","Male",50,"<=50K"
20,"Private","HS-grad",9,"Single","Service","White","Male",40,"<=50K"
39,"Private","Some-college",10,"Divorced","White-Collar","White","Female",40,">50K"
24,"Private","11th",7,"Single","Blue-Collar","White","Male",35,"<=50K"
72,"Private","Assoc-voc",11,"Widowed","White-Collar","White","Female",40,"<=50K"
42,"Government","Masters",14,"Married","Professional","White","Female",20,">50K"
42,"Private","Bachelors",13,"Divorced","Sales","White","Male",45,"<=50K"
51,"Private","Bachelors",13,"Divorced","White-Collar","Amer-Indian-Eskimo","Male",50,"<=50K"
39,"Private","HS-grad",9,"Married","Sales","White","Male",50,">50K"
40,"Government","Some-college",10,"Single","White-Collar","Amer-Indian-Eskimo","Female",35,"<=50K"
34,"Private","Some-college",10,"Married","Sales","White","Male",55,">50K"
19,"Private","11th",7,"Single","Blue-Collar","White","Male",40,"<=50K"
26,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
45,"Government","Bachelors",13,"Divorced","Professional","White","Female",50,">50K"
28,"Private","Masters",14,"Single","Professional","White","Female",40,">50K"
30,"Government","Bachelors",13,"Single","Professional","White","Male",40,">50K"
32,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
19,"Private","Some-college",10,"Single","Service","White","Female",25,"<=50K"
21,"Private","HS-grad",9,"Single","Service","White","Male",35,"<=50K"
54,"Private","HS-grad",9,"Married","Service","Black","Female",20,"<=50K"
62,"Private","Prof-school",15,"Married","Professional","White","Male",30,">50K"
25,"Private","Some-college",10,"Single","Service","White","Male",48,"<=50K"
49,"Self-Employed","Some-college",10,"Divorced","White-Collar","White","Female",32,"<=50K"
32,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
26,"Private","Some-college",10,"Single","Professional","White","Male",40,"<=50K"
37,"Government","HS-grad",9,"Married","Service","White","Male",40,">50K"
58,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
37,"Private","Some-college",10,"Married","White-Collar","White","Female",45,">50K"
41,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
38,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
47,"Government","HS-grad",9,"Married","Service","White","Male",40,"<=50K"
42,"Private","HS-grad",9,"Divorced","Service","Black","Male",35,"<=50K"
30,"Government","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
43,"Private","Some-college",10,"Married","Sales","White","Male",40,">50K"
34,"Private","HS-grad",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
57,"Private","Some-college",10,"Divorced","White-Collar","White","Female",10,"<=50K"
46,"Private","11th",7,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Private","Some-college",10,"Married","Blue-Collar","White","Male",55,"<=50K"
20,"Private","9th",5,"Single","Blue-Collar","White","Female",11,"<=50K"
47,"Private","Assoc-voc",11,"Divorced","Sales","White","Male",50,"<=50K"
55,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","White","Male",20,"<=50K"
53,"Self-Employed","7th-8th",4,"Married","White-Collar","White","Male",50,">50K"
43,"Private","Bachelors",13,"Married","Sales","White","Male",65,">50K"
80,"Self-Employed","7th-8th",4,"Married","Blue-Collar","White","Male",30,"<=50K"
24,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
43,"Government","Masters",14,"Married","White-Collar","White","Male",60,">50K"
22,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
40,"Private","Some-college",10,"Separated","White-Collar","Black","Male",40,"<=50K"
48,"Private","HS-grad",9,"Married","White-Collar","White","Male",50,">50K"
56,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",25,"<=50K"
34,"Other/Unknown","11th",7,"Divorced","Other/Unknown","White","Male",84,"<=50K"
51,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",45,">50K"
24,"Government","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
19,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
34,"Private","Some-college",10,"Divorced","White-Collar","White","Female",30,"<=50K"
24,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
41,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",48,">50K"
24,"Private","HS-grad",9,"Divorced","Sales","White","Female",38,"<=50K"
22,"Government","Some-college",10,"Single","Service","White","Male",40,"<=50K"
32,"Government","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
41,"Private","Bachelors",13,"Divorced","White-Collar","White","Female",55,"<=50K"
20,"Private","Some-college",10,"Single","Service","White","Male",35,"<=50K"
31,"Private","HS-grad",9,"Single","Service","Black","Male",40,"<=50K"
55,"Private","Bachelors",13,"Married","Service","White","Male",18,">50K"
49,"Government","Doctorate",16,"Married","Professional","Black","Male",60,">50K"
26,"Private","Bachelors",13,"Single","Sales","White","Male",40,"<=50K"
27,"Self-Employed","HS-grad",9,"Divorced","Blue-Collar","White","Male",70,"<=50K"
35,"Private","HS-grad",9,"Separated","White-Collar","White","Female",40,"<=50K"
40,"Private","HS-grad",9,"Divorced","Service","White","Male",60,"<=50K"
59,"Private","Some-college",10,"Married","Professional","White","Male",34,"<=50K"
61,"Private","Some-college",10,"Married","Sales","White","Male",45,">50K"
31,"Private","HS-grad",9,"Single","Sales","Black","Female",40,"<=50K"
43,"Government","Masters",14,"Divorced","Service","White","Male",60,">50K"
61,"Private","5th-6th",3,"Single","Blue-Collar","Black","Male",40,"<=50K"
54,"Private","Assoc-acdm",12,"Widowed","White-Collar","White","Female",30,"<=50K"
30,"Private","Some-college",10,"Married","Sales","White","Male",50,"<=50K"
20,"Private","Some-college",10,"Single","Sales","White","Female",50,"<=50K"
27,"Government","Masters",14,"Single","Professional","White","Female",50,"<=50K"
44,"Self-Employed","Some-college",10,"Divorced","Blue-Collar","White","Male",60,"<=50K"
64,"Private","Some-college",10,"Widowed","White-Collar","White","Female",40,"<=50K"
55,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
34,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",55,"<=50K"
61,"Private","HS-grad",9,"Widowed","Sales","White","Female",35,"<=50K"
28,"Private","Bachelors",13,"Married","Professional","White","Male",40,"<=50K"
34,"Private","HS-grad",9,"Divorced","Blue-Collar","Black","Female",40,"<=50K"
47,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",60,">50K"
26,"Private","Bachelors",13,"Single","White-Collar","White","Male",45,"<=50K"
35,"Private","11th",7,"Single","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
36,"Private","Bachelors",13,"Married","Professional","White","Male",38,"<=50K"
47,"Private","Bachelors",13,"Married","Professional","White","Male",40,">50K"
17,"Private","11th",7,"Single","Service","Black","Female",25,"<=50K"
35,"Private","Some-college",10,"Married","Professional","White","Male",60,"<=50K"
33,"Private","Masters",14,"Single","Professional","White","Male",20,"<=50K"
25,"Private","Assoc-acdm",12,"Married","White-Collar","White","Female",40,"<=50K"
18,"Private","10th",6,"Single","Sales","White","Male",10,"<=50K"
47,"Government","Masters",14,"Separated","Professional","White","Male",38,"<=50K"
44,"Private","HS-grad",9,"Widowed","Service","Black","Female",30,"<=50K"
41,"Private","HS-grad",9,"Divorced","Service","White","Female",30,"<=50K"
30,"Private","Bachelors",13,"Single","White-Collar","White","Female",40,"<=50K"
53,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",50,"<=50K"
53,"Private","HS-grad",9,"Widowed","Service","Black","Female",20,"<=50K"
40,"Private","HS-grad",9,"Married","Sales","White","Female",20,"<=50K"
24,"Private","Some-college",10,"Single","White-Collar","White","Male",24,"<=50K"
27,"Private","Bachelors",13,"Single","Sales","White","Male",40,"<=50K"
50,"Private","5th-6th",3,"Married","Blue-Collar","White","Male",37,"<=50K"
36,"Private","11th",7,"Married","Blue-Collar","White","Male",50,"<=50K"
41,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",40,">50K"
41,"Private","Masters",14,"Single","Professional","White","Female",40,"<=50K"
31,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
32,"Government","Bachelors",13,"Married","White-Collar","White","Male",40,"<=50K"
22,"Private","Some-college",10,"Single","Blue-Collar","White","Male",48,"<=50K"
22,"Private","10th",6,"Divorced","Blue-Collar","White","Male",40,"<=50K"
18,"Government","12th",8,"Single","Professional","White","Male",30,"<=50K"
39,"Private","Bachelors",13,"Married","Professional","Black","Male",30,"<=50K"
38,"Private","HS-grad",9,"Married","White-Collar","White","Female",55,"<=50K"
35,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
54,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
36,"Private","Masters",14,"Married","Professional","White","Male",60,">50K"
63,"Government","HS-grad",9,"Married","White-Collar","White","Male",55,"<=50K"
39,"Private","Some-college",10,"Married","White-Collar","White","Male",48,"<=50K"
57,"Self-Employed","Some-college",10,"Married","Sales","White","Male",60,">50K"
58,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",50,">50K"
29,"Private","Bachelors",13,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
17,"Private","11th",7,"Single","Sales","White","Female",20,"<=50K"
40,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
69,"Self-Employed","Some-college",10,"Married","Service","White","Female",15,"<=50K"
28,"Private","10th",6,"Divorced","Sales","White","Female",40,"<=50K"
38,"Private","9th",5,"Married","Blue-Collar","White","Male",40,"<=50K"
44,"Private","Prof-school",15,"Single","Professional","White","Male",40,">50K"
45,"Government","Prof-school",15,"Divorced","Professional","Black","Female",40,"<=50K"
33,"Government","Bachelors",13,"Married","White-Collar","Black","Male",40,"<=50K"
41,"Government","Some-college",10,"Married","Service","White","Male",40,">50K"
37,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",60,">50K"
50,"Private","Some-college",10,"Married","Sales","White","Male",45,">50K"
48,"Private","Bachelors",13,"Married","Professional","White","Male",50,"<=50K"
26,"Other/Unknown","HS-grad",9,"Single","Other/Unknown","Black","Female",40,"<=50K"
36,"Private","Some-college",10,"Married","White-Collar","White","Male",60,">50K"
21,"Private","Some-college",10,"Single","Service","White","Female",37,"<=50K"
37,"Private","Assoc-acdm",12,"Married","Blue-Collar","White","Male",40,"<=50K"
20,"Government","Some-college",10,"Single","Professional","White","Female",20,"<=50K"
54,"Self-Employed","HS-grad",9,"Married","Sales","White","Female",30,"<=50K"
28,"Private","HS-grad",9,"Separated","Sales","White","Female",40,"<=50K"
27,"Private","Some-college",10,"Single","Professional","White","Male",40,"<=50K"
33,"Private","Assoc-voc",11,"Single","Service","Black","Female",40,"<=50K"
46,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",40,"<=50K"
28,"Other/Unknown","11th",7,"Divorced","Other/Unknown","White","Female",58,"<=50K"
17,"Other/Unknown","10th",6,"Single","Other/Unknown","White","Male",40,"<=50K"
40,"Self-Employed","Prof-school",15,"Single","Professional","White","Male",45,">50K"
47,"Private","Masters",14,"Married","Sales","White","Male",40,">50K"
44,"Private","1st-4th",2,"Single","Blue-Collar","White","Female",40,"<=50K"
25,"Private","12th",8,"Single","Blue-Collar","White","Male",43,"<=50K"
35,"Private","Bachelors",13,"Married","Professional","White","Male",55,"<=50K"
29,"Private","Some-college",10,"Married","Sales","White","Female",25,"<=50K"
30,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
30,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
56,"Self-Employed","7th-8th",4,"Divorced","Service","White","Female",40,"<=50K"
25,"Self-Employed","Bachelors",13,"Single","Professional","White","Male",30,"<=50K"
28,"Private","HS-grad",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
43,"Self-Employed","9th",5,"Married","Blue-Collar","White","Male",40,"<=50K"
47,"Government","HS-grad",9,"Married","Service","White","Male",60,">50K"
46,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",40,"<=50K"
41,"Government","Masters",14,"Divorced","Professional","White","Female",35,"<=50K"
38,"Government","Assoc-acdm",12,"Married","White-Collar","White","Female",33,">50K"
29,"Private","HS-grad",9,"Single","Service","Black","Male",40,"<=50K"
25,"Private","5th-6th",3,"Single","Blue-Collar","White","Male",40,"<=50K"
56,"Private","11th",7,"Married","Blue-Collar","White","Male",45,"<=50K"
31,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private","11th",7,"Single","Service","White","Male",40,"<=50K"
31,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
28,"Private","Some-college",10,"Separated","White-Collar","White","Female",40,"<=50K"
53,"Private","Bachelors",13,"Married","White-Collar","Black","Male",40,"<=50K"
45,"Private","Masters",14,"Divorced","White-Collar","White","Female",50,">50K"
71,"Private","Preschool",1,"Widowed","Blue-Collar","Black","Male",10,"<=50K"
65,"Other/Unknown","HS-grad",9,"Widowed","Other/Unknown","White","Female",40,"<=50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,">50K"
19,"Government","HS-grad",9,"Married","Sales","White","Female",40,"<=50K"
34,"Government","Bachelors",13,"Divorced","Professional","White","Female",40,"<=50K"
36,"Private","HS-grad",9,"Married","White-Collar","White","Male",45,"<=50K"
40,"Private","HS-grad",9,"Married","Service","White","Female",40,"<=50K"
90,"Private","Some-college",10,"Separated","White-Collar","White","Female",40,"<=50K"
56,"Private","Prof-school",15,"Married","White-Collar","White","Male",16,"<=50K"
21,"Private","HS-grad",9,"Single","Professional","White","Female",40,"<=50K"
48,"Private","Bachelors",13,"Married","White-Collar","White","Male",45,">50K"
45,"Private","Some-college",10,"Separated","White-Collar","White","Female",27,"<=50K"
46,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
64,"Private","10th",6,"Separated","Service","White","Female",35,"<=50K"
29,"Government","Masters",14,"Single","Professional","Asian-Pac-Islander","Male",40,"<=50K"
22,"Private","HS-grad",9,"Divorced","Service","White","Female",30,"<=50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",48,">50K"
67,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",75,">50K"
43,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
42,"Private","Some-college",10,"Married","Sales","White","Male",40,"<=50K"
31,"Private","Some-college",10,"Married","Service","White","Male",50,"<=50K"
53,"Private","11th",7,"Divorced","Service","White","Female",40,"<=50K"
81,"Private","9th",5,"Widowed","Service","Black","Female",5,"<=50K"
33,"Government","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
17,"Private","12th",8,"Single","Service","White","Female",8,"<=50K"
55,"Self-Employed","Prof-school",15,"Married","White-Collar","White","Male",50,">50K"
